ad_link,title,price,description,mileage,transmission,location,time_posted
https://www.kijiji.ca/v-cars-trucks/trois-rivieres/2021-kia-niro-ex-electrique-385km-autonomie-bluetooth-camera/m9410046,"2021 Kia Niro EX+ Electrique 385km Autonomie *Bluetooth, Caméra","$27,495","2021 Kia Niro EX+ Electrique 385km Autonomie *Bluetooth, Caméra de recul, Cuir, Sièges avant chauffants*CARACTÉRISTIQUES DU Niro EX+ TA»» Véhicule électrique, zéro émission»» Autonomie ...","85,965 km",Automatic,Trois-Rivières,
https://www.kijiji.ca/v-cars-trucks/calgary/2025-hyundai-kona-electric-preferred-with-trend-pkg-rear-cross-t/m9504863,2025 Hyundai KONA ELECTRIC Preferred with Trend Pkg Rear cross-t,"$53,623",The Hyundai Kona is the SUV for the city. It is ready to take on the urban jungle with agile maneuverability of a passenger car and the higher perspective of a SUV. The Kona is powered by a 2.0L MPI ...,25 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-gmc-hummer-ev-suv-3x-omega-edition/m9126212,2024 GMC HUMMER EV SUV 3X OMEGA EDITION,"$194,094",GMC HUMMER EV SUV 3X Engine: Electric Motor Safety Equipment Rear Cross Traffic Alert Lane Change Alert with Side Blind Zone Alert Teen Driver a configurable feature that lets you activate ...,88 km,Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-cadillac-lyriq-tech/m9126160,2024 Cadillac LYRIQ Tech,"$76,223",Cadillac LYRIQ Tech Engine: Electric Motor Safety Equipment HD Rear Vision Camera Buckle to Drive prevents vehicle from being shifted out of Park until driver seat belt is fastened; times out after ...,88 km,Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-cadillac-lyriq-luxury/m9126154,2024 Cadillac LYRIQ Luxury,"$82,428",Cadillac LYRIQ Luxury Engine: Electric Motor Safety Equipment Buckle to Drive prevents vehicle from being shifted out of Park until driver seat belt is fastened; times out after 20 seconds and ...,88 km,Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-cadillac-lyriq-luxury/m9126150,2024 Cadillac LYRIQ Luxury,"$80,868",Cadillac LYRIQ Luxury Engine: Electric Motor Safety Equipment Buckle to Drive prevents vehicle from being shifted out of Park until driver seat belt is fastened; times out after 20 seconds and ...,88 km,Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-cadillac-lyriq-sport/m9126146,2024 Cadillac LYRIQ Sport,"$91,958",Cadillac LYRIQ Sport Engine: Electric Motor Safety Equipment Buckle to Drive prevents vehicle from being shifted out of Park until driver seat belt is fastened; times out after 20 seconds and ...,88 km,Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/victoriaville/2023-chevrolet-bolt-euv-lt-electrique-sieges-et-volant-chauffa/m9126127,"2023 Chevrolet BOLT EUV LT, ELECTRIQUE, SIEGES ET VOLANT CHAUFFA","$27,995","CHEVROLET BOLT EUV LT 2023 AVEC 68 800 KM, VOITURE 100% ELECTRIQUE OFFRANT UNE AUTONOMIE DE 407 KM !!! ECRAN TACTILE CONNECTEE OFFRANT LA CONNEXION APPLE CAR PLAY ET ANDROID AUTO, VOLANT EN CUIR ...","68,872 km",Automatic,Victoriaville,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-hyundai-ioniq-5-preferred-awd-long-range-recharge-mode/m9504856,2024 Hyundai Ioniq 5 Preferred AWD Long Range Recharge mode,"$57,962","The all-new IONIQ 5 is equipped with a wide range of exciting features Recharge Mode. As the first electric vehicle from Hyundai with available all-wheel drive, the dual motors are able to crank out ...",25 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/regina/2024-acura-zdx-type-s/m9504701,2024 Acura ZDX Type S,"$93,150",Dilawri Acura Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction Control Side Impact Beams Dual Stage Driver And Passenger ...,12 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/regina/2024-hyundai-ioniq-5-preferred-awd-long-range-android-auto-app/m9504685,2024 Hyundai Ioniq 5 Preferred AWD Long Range Android Auto & App,"$57,614","Hyundai of Regina 444 Broad Street Regina, SK, S4R 8R8 Phone: 855-219-9695 Visit us online at http://hyundaiofregina.com Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0",10 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/calgary/2025-hyundai-kona-electric-preferred-rear-cross-traffic-warning/m9504855,"2025 Hyundai KONA ELECTRIC Preferred Rear cross-traffic warning,","$51,973",The Hyundai Kona is the SUV for the city. It is ready to take on the urban jungle with agile maneuverability of a passenger car and the higher perspective of a SUV. The Kona is powered by a 2.0L MPI ...,25 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/regina/2024-bmw-i4-gran-coupe-m50-xdrive-433-km-range-m-sport-pro-adv/m9504848,"2024 BMW I4 Gran Coupe M50 xDrive 433 KM Range, M Sport Pro, Adv","$95,900",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,360 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/regina/2024-acura-zdx-a-spec/m9504698,2024 Acura ZDX A-SPEC,"$87,450",Dilawri Acura Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,12 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/regina/2024-genesis-gv60-performance-awd/m9504682,2024 GENESIS GV60 Performance AWD,"$80,625","Hyundai of Regina 444 Broad Street Regina, SK, S4R 8R8 Phone: 855-219-9695 Visit us online at http://hyundaiofregina.com Engine: Electric Motor Safety Equipment ABS And Driveline Traction Control ...","2,145 km",Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2023-audi-q4-e-tron/m9125912,2023 Audi Q4 e-tron,"$50,477","""La trousse de certification est disponible pour cette voiture. Voici les grandes lignes de la liste de v�rification de la voiture�: Cette voiture b�n�ficie de l'inspection compl�te Audi En plus de ...","20,443 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/regina/2024-hyundai-ioniq-6-preferred-awd-long-range-with-ultimate-pack/m9504680,2024 Hyundai Ioniq 6 Preferred AWD Long Range with Ultimate Pack,"$66,065","Hyundai of Regina 444 Broad Street Regina, SK, S4R 8R8 Phone: 855-219-9695 Visit us online at http://hyundaiofregina.com Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0",10 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2022-tesla-model-3-long-range-awd-kit-carbon-led-navi-bas-km-imp/m9409686,2022 Tesla MODEL 3 LONG RANGE+AWD+KIT CARBON LED+NAVI+BAS KM+IMP,"$43,970","NOIR SUR NOIR!!! VITRE TEINTÉ, ENSEMBLE DE CARBON A LINTERIEUR, GARDE BOUES INCLUS , BAS KILOMETRAGE, JAMAIS ACCIDENTÉ, PLUS DE 535 KILOMETRES D'AUTONOMIE, TRACTION INTEGRALE !!! L'expérience Lauzon ...","28,003 km",Automatic,Blainville,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-lexus-rz-rz-450e-signature/m9224669,2024 Lexus RZ RZ 450e SIGNATURE,"$65,400",Chez Park Avenue Lexus Sainte-Julie vous trouverez des véhicules d'occasion en inventaire disponibles pour une prise de possession rapide. Nous avons plusieurs modèles hybrides en inventaire ainsi ...,"9,998 km",Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/regina/2024-hyundai-ioniq-6-preferred-awd-long-range-with-ultimate-pack/m9504678,2024 Hyundai Ioniq 6 Preferred AWD Long Range with Ultimate Pack,"$64,815","Hyundai of Regina 444 Broad Street Regina, SK, S4R 8R8 Phone: 855-219-9695 Visit us online at http://hyundaiofregina.com Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0",10 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-blazer-ev-rs/m7608918,2024 Chevrolet Blazer EV RS,"$61,792","The 2024 Chevrolet Blazer EV RS is an all-electric luxury SUV that offers advanced technology, impressive performance, and sleek styling. The exterior of the 2024 Blazer EV RS is characterized by ...",5 km,,Calgary,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-volkswagen-id-4-pro-s/m9256491,2024 Volkswagen ID.4 Pro S,"$58,907",* * NAVIGATION * LANE DEPARTURE WARNING * FORWARD COLLISION WARNING * PARKING SENSORS * BLIND SPOT MONITOR * FULLY INSPECTED AWD 4DR SUV ** Engine: Electric Safety Equipment Electronic Stability ...,"2,896 km",Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2019-tesla-model-3/m9391802,2019 Tesla Model 3,"$30,993","This Tesla Model 3 delivers a Electric engine powering this Automatic transmission. Window Grid Antenna, Wheels: 18 Aero, Wheels w/Grey Accents. * This Tesla Model 3 Features the Following Options * ...","103,273 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2019-nissan-leaf-sv-electrique/m9022056,2019 Nissan LEAF SV **ÉLECTRIQUE**,"$16,890","VÉHICULE INSPECTÉ120 POINTS MAINTENANCE COMPLÈTE EFFCTUÉE AUCUN FRAIS CACHÉ UNE TRANSACTION EN TOUTE CONFIANCE ET TRANSPARENCE Le concessionnaire Hyundai à St-Eustache, vous accueil dans son ...","70,000 km",Automatic,Saint-Eustache,
https://www.kijiji.ca/v-cars-trucks/calgary/2019-audi-e-tron-technik-55-quattro-electric/m6786252,2019 Audi E-TRON Technik 55 Quattro Electric,"$53,980","STOP!!! Massive Price Reduction Alert!!! Certified and ready to go today! Absolutely loaded with: aerial view display system, adaptive cruise control, Audi smartphone interface (Apple CarPlay/Android ...","82,889 km",Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-equinox-ev-rs/m8641512,2024 Chevrolet Equinox EV RS,"$52,022","2024 Chevrolet Equinox EV 2RS: Radiate Confidence in Red The 2024 Chevrolet Equinox EV 2RS in Radiant Red isn't just an electric SUV, it's an electrifying statement. This head-turning design demands ...",11 km,,Calgary,
,,"$48,676",,,,,
https://www.kijiji.ca/v-cars-trucks/truro/2024-chevrolet-equinox-ev-2lt/m9504776,2024 Chevrolet Equinox EV 2LT,"$51,269","Tantramar Chev located in Amherst, Nova Scotia - Engine: 0L L/100Km City: 2.0 L/100Km Hwy: 2.4 Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See ...",1 km,Automatic,Amherst,
https://www.kijiji.ca/v-cars-trucks/saint-john/2024-hyundai-ioniq-5-ultimate-ev-leather-awd-warranty-to/m8733113,2024 Hyundai Ioniq 5 Ultimate | EV | Leather | AWD | Warranty to,"$52,491","You voted us #1 New & Used Car Dealer two years in a row! Thank you, Saint John! 500+Used * Why buy a CenturyAuto used vehicle? ->FREE $2,500 PROVINCIAL REBATE: To NB residents buying in NB ->FREE ...","8,171 km",Automatic,Saint John,
https://www.kijiji.ca/v-cars-trucks/regina/2024-hyundai-ioniq-6-preferred-awd-long-range-with-ultimate-pack/m9504677,2024 Hyundai Ioniq 6 Preferred AWD Long Range with Ultimate Pack,"$64,565","Hyundai of Regina 444 Broad Street Regina, SK, S4R 8R8 Phone: 855-219-9695 Visit us online at http://hyundaiofregina.com Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0",10 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2022-tesla-model-3-performance-awd/m9505277,2022 Tesla Model 3 Performance AWD,"$39,995",CarFax report and Safety inspection available for review. Large used car inventory! Open 7 days a week! IN HOUSE FINANCING available. Close to 100% approval rate. We accept all local and out of town ...,"141,148 km",Automatic,Port Coquitlam,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-cadillac-lyriq-tech/m9312865,2024 Cadillac LYRIQ Tech,"$74,480",Our 2024 Cadillac LYRIQ Tech takes an electrifying approach to luxury driving in Argent Silver Metallic! Powered by an Electric Motor providing 340hp to a Single Speed Automatic transmission for ...,1 km,Automatic,Newmarket,
https://www.kijiji.ca/v-cars-trucks/grande-prairie/2024-volkswagen-id-4-pro-awd/m8689443,2024 Volkswagen ID.4 Pro AWD,"$60,470","Tow Hitch,All Wheel Drive,Electric Motor,Power Door Locks,Keyless Entry,Tires - Rear Performance,Power Steering,Power Mirror(s),Integrated Turn Signal Mirrors,Lithium Ion Traction Battery,Aluminum ...",21 km,Automatic,Grande Prairie,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-blazer-ev-eawd-rs/m7675021,2024 Chevrolet Blazer EV eAWD RS,"$74,599","This Chevrolet Blazer EV boasts a Electric engine powering this Automatic transmission. RS PREFERRED EQUIPMENT GROUP, Wireless Phone Charging, Wipers, front intermittent, Rainsense. * This Chevrolet ...",13 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-silverado-ev-work-truck/m9504463,2024 Chevrolet Silverado EV Work Truck,"$79,299","This Chevrolet Silverado EV delivers a Electric engine powering this Automatic transmission. WORK TRUCK PREFERRED EQUIPMENT GROUP, Wireless Phone Projection, for Apple CarPlay and Android Auto, ...",4 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/regina/2023-bmw-i4-edrive35-fully-electric-5000-ev-rebate/m9504820,"2023 BMW I4 EDrive35 Fully Electric, $5000 EV Rebate","$59,898",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,119 km,Automatic,Regina,
https://www.kijiji.ca/v-cars-trucks/moose-jaw/2023-ford-f-150-lightning-lariat-with-ford-co-pilot360/m9275767,2023 Ford F-150 Lightning LARIAT with Ford Co-Pilot360,"$87,987",ENGINE: DUAL EMOTOR - EXTENDED RANGE BATTERY -inc: 131 kWh usable capacity extended range high-voltage battery GVWR: 3 878 kgs (8 550 lbs) Ford Charge Station Pro Delivered to customer through 3rd ...,"13,606 km",Automatic,Moose Jaw,
https://www.kijiji.ca/v-cars-trucks/regina/2023-ford-mustang-mach-e-gt-performance-edition-b-o-audio/m7197048,2023 Ford Mustang Mach-E GT Performance Edition | B&O AUDIO,"$75,840",FUTURE FORD is a well-established dealership in the SASKATCHEWAN region. We carry premium new and used vehicles at very competitive prices. If you don't find what you are looking for in our ...,0 km,Automatic,Melville,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2024-audi-q4-e-tron/m8737096,2024 Audi Q4 e-tron,"$77,500","This Audi Q4 e-tron delivers a Electric engine powering this Automatic transmission. TECHNOLOGY PACKAGE -inc: High Beam Assist, Adaptive Cruise Control w/Stop & Go, Multi-Coloured Contour/Ambient ...",15 km,Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/prince-albert/2024-gmc-hummer-ev-suv-2x/m8601988,2024 GMC HUMMER EV SUV 2X,"$139,682","This GMC HUMMER EV SUV has a durable Electric engine powering this Automatic transmission.*Get Your Money's Worth for this GMC HUMMER EV SUV with These Options *LPO, SPORT PACKAGE (dealer-Installed), ...",16 km,Automatic,Prince Albert,
https://www.kijiji.ca/v-cars-trucks/prince-albert/2024-gmc-hummer-ev-pickup-3x/m8601987,2024 GMC HUMMER EV Pickup 3X,"$174,707","This GMC HUMMER EV Pickup has a strong Electric engine powering this Automatic transmission.*Get Your Money's Worth for this GMC HUMMER EV Pickup with These Options *LPO, OFF-ROAD READINESS PACKAGE ...",16 km,Automatic,Prince Albert,
https://www.kijiji.ca/v-cars-trucks/fort-mcmurray/2024-chevrolet-blazer-ev-eawd-rs/m8547530,2024 Chevrolet Blazer EV eAWD RS,"$70,194","This Chevrolet Blazer EV delivers a Electric engine powering this Automatic transmission. RS PREFERRED EQUIPMENT GROUP, RIPTIDE BLUE METALLIC, Wireless Phone Charging. *This Chevrolet Blazer EV Comes ...",22 km,Automatic,Fort McMurray,
https://www.kijiji.ca/v-cars-trucks/fort-mcmurray/2024-chevrolet-equinox-ev-lt/m8825800,2024 Chevrolet Equinox EV LT,"$55,994","This Chevrolet Equinox EV boasts a Electric engine powering this Automatic transmission. LT PREFERRED EQUIPMENT GROUP, LPO, TRAILERING PACKAGE, LPO, TRAILER HITCH CLOSEOUT. *This Chevrolet Equinox EV ...",1 km,Automatic,Fort McMurray,
https://www.kijiji.ca/v-cars-trucks/shawinigan/2025-chevrolet-blazer-ev-awd-lt/m9504193,2025 Chevrolet Blazer EV AWD LT,"$60,599","Lane Departure Warning,Lane Keeping Assist,Front Collision Mitigation,Front Collision Warning,Automatic Highbeams,Electric Motor,All Wheel Drive,Nickel Cobalt Manganese Traction Battery,Tow Hooks,Tow ...",0 km,Automatic,Shawinigan,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2017-tesla-model-s-75d-dual-motor-awd-autonomie-415km/m9408929,"2017 Tesla Model S 75D, DUAL MOTOR, AWD, AUTONOMIE 415KM","$36,980","Aucun Accident, Vérifié par Carfax, Protection mécanique disponible, Aucune réclamation d'assurance, Ce véhicule est 100% original, Visitez notre page Google pour voir tous les commentaires positifs ...","72,431 km",Automatic,Saint-Hubert,
https://www.kijiji.ca/v-cars-trucks/kawartha-lakes/2025-kia-niro-ev/m9499768,2025 Kia Niro EV,"$44,382",Engine: 0L L/100Km City: 1.9 L/100Km Hwy: 2.3,10 km,Automatic,Lindsay,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-kia-niro-ev-demo-wave-free-level-2-charger-low-payments/m8000806,2024 Kia Niro EV DEMO! WAVE FREE LEVEL 2 CHARGER LOW PAYMENTS,"$47,950","AVAILABLE NOW! Take advantage our special Demo pricing also with a FREE level 2 charger! WE WANT YOUR TRADE, PAYING ABOVE MARKET VALUE! $5K government grant taken off selling price advertised subject ...",0 km,Automatic,Georgetown,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/volvo-recharge-c40-tout-electrique-twin-plus-tie-2023-a-vendre/m9503884,Volvo Recharge C40 tout électrique Twin Plus TIe 2023 à vendre,"$49,995","Le rapport Carfax est fourni gratuitement sur demande ainsi que le rapport d'inspection certifiée en 100 points, effectuée par un de nos mécaniciens professionnels.DESIGN ET ESTHÉTIQUE :--> Le Volvo ...","9,028 km",Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/grande-prairie/2024-subaru-solterra-w-technology-package/m8500270,2024 Subaru Solterra w/Technology Package,"$57,341","Come visit our Grande Prairie Subaru team, you can find us at 11445 104 Avenue Grande Prairie, AB T8V 0N7, or call us at (780) 513-5340 to book a test drive today! Grande Prairie Subaru, AMVIC ...",20 km,Automatic,Grande Prairie,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-cadillac-lyriq-tech/m7674385,2024 Cadillac LYRIQ Tech,"$71,994","This Cadillac LYRIQ delivers a Electric engine powering this Automatic transmission. TECH PREFERRED EQUIPMENT GROUP, PROPULSION, ELECTRIC, AWD, OPULENT BLUE METALLIC. *This Cadillac LYRIQ Comes ...",5 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-bmw-ix/m8006728,2024 BMW IX,"$122,139",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction Control Side Impact Beams Dual Stage Driver And Passenger Seat-Mounted ...,26 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-blazer-ev/m7674363,2024 Chevrolet Blazer EV,"$65,999","This Chevrolet Blazer EV boasts a Electric engine powering this Automatic transmission. RS PREFERRED EQUIPMENT GROUP, Wireless Phone Charging, Wipers, front intermittent, Rainsense. *This Chevrolet ...",12 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-mercedes-benz-eqs-450-4matic-ensemble-haut-de-gamme-ass/m8207159,2023 Mercedes-Benz EQS 450 4MATIC * ENSEMBLE HAUT DE GAMME | ASS,"$108,995",DP1 - Ensemble haut de gamme(EQS23) - 10 Degree Rear Axle Steering - Sièges multicontour avec massage - Sièges avant climat-confort - Head-Up Display - Climatisation automatique THERMOTRONIC - Seat ...,"3,020 km",Automatic,Greenfield Park,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-silverado-ev-wt/m9503248,2024 Chevrolet Silverado EV WT,"$84,099","This Chevrolet Silverado EV boasts a Electric engine powering this Automatic transmission. WORK TRUCK PREFERRED EQUIPMENT GROUP, Wireless Phone Projection, for Apple CarPlay and Android Auto, ...",8 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/houston-bc/2024-chevrolet-blazer-ev-eawd-rs/m7848113,2024 Chevrolet Blazer EV eAWD RS,Please Contact,"Blazer EV RS AWD Engine: Electric Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See onstar.ca or dealer for details.) Rear Seat Reminder Door locks, ...","5,020 km",Automatic,Houston,
https://www.kijiji.ca/v-cars-trucks/stratford-on/2024-kia-ev9-land-w-premium-package-sunroof/m9504126,2024 Kia EV9 Land w/Premium Package - Sunroof,"$78,603","Sunroof, Premium Audio, 360 Camera, Heated Steering Wheel, Electric Vehicle! ""Stratford Kia Used Cars & Pre-Owned Superstore: We sell all makes and models.Audi, Acura, Alfa Romeo, BMW, Buick, ...",15 km,Automatic,Stratford,
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-tesla-model-3-long-range-autopilot-long-range-certif/m7751019,2018 Tesla Model 3 Long Range AUTOPILOT|| LONG RANGE|| CERTIF...,"$22,990","2018 TESLA MODEL 3 LONG RANGE,AUTOPILOT!! GREAT CONDITION, RARE CAR!! GIVE US A CALL TODAY TO BOOK YOUR TEST DRIVE!!APPLY FOR FINANCING ONLINE AT:https://www.pickardlaneleasing.ca/apply-online/ ...","168,786 km",Automatic,Bolton,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2023-ford-e-transit-cargo-van-t350/m6819170,2023 Ford E-Transit Cargo Van T350,"$76,460","** PRICE INCLUDES $10,000 iMHZEV GOV'T REBATE** Come visit our Rose City Ford team, you can find us at 6333 Tecumseh Road East, Windsor, ON, N8T 1E7. Engine: Electric Safety Equipment ABS And ...",12 km,Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2024-audi-q4-e-tron/m8825515,2024 Audi Q4 e-tron,"$70,995","This Audi Q4 e-tron boasts a Electric engine powering this Automatic transmission. WHEELS: 8J FR & 9J RR X 20 5-Y-SPOKE DESIGN -inc: Graphite gray finish, Tires: 235/50R20 AS Front & 255/45R20 AS ...",20 km,Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-volkswagen-id-4-pro-awd/m8499937,2024 Volkswagen ID.4 Pro AWD,"$62,109","This Volkswagen ID.4 has a durable Electric engine powering this Automatic transmission. * This Volkswagen ID.4 is a Bargain with These Options * Collision Mitigation-Rear, GREY/BROWN (NUTMEG), ...",10 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/hamilton/2024-subaru-solterra-w-luxury-package/m8601288,2024 Subaru Solterra w/Luxury Package,"$64,412","Come visit our Subaru of Hamilton team, you can find us at 2411 Upper James St, Hamilton, ON L0R 1W0, or call us at (905) 389-4500 to book a test drive today! Engine: Electric Safety Equipment ABS ...",15 km,Automatic,Hamilton,
https://www.kijiji.ca/v-cars-trucks/calgary/2022-bmw-i4-m50-gran-coupe/m9359161,2022 BMW i4 M50 Gran Coupe,"$88,888",Thanks for viewing our House Of Cars Deerfoot inventory! Licensed Amvic Dealer! Elevate Your Driving Experience with the 2022 BMW i4 M50 xDrive! Introducing the 2022 BMW i4 M50 xDrive in a stunning ...,"30,395 km",Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/hamilton/2024-subaru-solterra-w-technology-package/m8371019,2024 Subaru Solterra w/Technology Package,"$66,212","Come visit our Subaru of Hamilton team, you can find us at 2411 Upper James St, Hamilton, ON L0R 1W0, or call us at (905) 389-4500 to book a test drive today! Engine: Electric Safety Equipment ABS ...",14 km,Automatic,Hamilton,
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2024-honda-prologue-ex-l/m9223025,2024 Honda Prologue EX-L,"$67,802","Come visit our Waterloo Honda team, you can find us at 545 King St N, Waterloo, ON N2L 5Z6, or call us at (519) 746-4120 to book a test drive today! Engine: Electric Safety Equipment Electronic ...",11 km,Automatic,Waterloo,
https://www.kijiji.ca/v-cars-trucks/saskatoon/2024-chevrolet-equinox-ev-rs-navigation-system-remote-start/m9051648,2024 Chevrolet Equinox EV RS | Navigation System | Remote Start,"$63,278","Saskatoon Motor Products - This Chevrolet Equinox EV delivers a Electric engine powering this Automatic transmission. RIPTIDE BLUE METALLIC, PROPULSION, ELECTRIC TWO-MOTOR ALL-WHEEL DRIVE (EAWD), ...",4 km,Automatic,Saskatoon,
https://www.kijiji.ca/v-cars-trucks/kelowna/2024-chevrolet-equinox-ev-rs/m9501156,2024 Chevrolet Equinox EV RS,"$56,269","This Chevrolet Equinox EV delivers a Electric engine powering this Automatic transmission. RADIANT RED TINTCOAT, LPO, TRAILERING PACKAGE includes (SDE) trailer hitch, LPO and (VLG) trailer hitch ...",16 km,Automatic,Kelowna,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-bmw-ix-xdrive40/m9202231,2023 BMW iX xDrive40,"$67,500","Pre-owned 2023 BMW iX xDrive40! *WINTER TIRES INCLUDED!* {Sport Package, BMW Gesture Control, Ventilated Seats Front} Comes loaded with features such as Navigation, Black Interior Design Atelier ...","30,589 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-bmw-i4-edrive35/m9145092,2023 BMW i4 eDrive35,"$50,995",417 Nissan offer no hassle buying experience. We check and adjust our prices daily to make sure that our vehicles are priced to the market. Free Carfax report with every vehicle purchase. We are ...,"24,656 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2024-kia-ev6-land-w-gt-line-pkg-2-leather-seats/m9357522,2024 Kia EV6 Land w/GT-Line Pkg 2 - Leather Seats,"$67,745","Leather Seats! As a Premium Kia dealership in Scarborough, we offer a wide selection of new and used Kia vehicles. Responsive and sporty handling, a fun electric drivetrain, and incredible technology ...",50 km,Automatic,Scarborough,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-tesla-model-x-long-range-ev-heated-seats-and-steering/m8803487,2019 Tesla Model X Long Range EV | Heated Seats And Steering,"$57,399","The McNaught difference, what is it? Service above and beyond. Your vehicle includes a Professional Detail, and Nitrogen Filled Tires upon delivery! Every vehicle also comes with a Free CarFax Report ...","139,067 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-sunroof-backup-cam/m9255941,2024 Hyundai IONIQ 5 Preferred | AWD | SUNROOF | BACKUP CAM,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",8 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2022-audi-e-tron-promo-progressiv-driver-assist/m7861044,2022 Audi E-TRON **PROMO** PROGRESSIV DRIVER ASSIST,"$60,995","VUS 2022 AUDI E-TRON 55 QUATTRO PROGRESSIV, 21 PCS, DRIVER ASSISTANCE PACK, 2ND PORT CHARGING, ORANGE CALIPER. AUCUN FRAIS CACHÉS, PIÈCES D’ORIGINES SEULEMENT, UNE TRANSACTION CLÉ EN MAIN. LA ...","30,859 km",Automatic,Laval,
,,"$54,950",,,,,
